Company,Industry,Short Description (< 5 words),Title,Tag,Year,Link
Dailymotion,Media and streaming,Automatically categorize videos ,How we used Cross-Lingual Transfer Learning to categorize our content,"item classification,NLP",2020,https://medium.com/dailymotion/how-we-used-cross-lingual-transfer-learning-to-categorize-our-content-c8e0f9c1c6c3
Duolingo,Tech,Teaching foreign languages,How Duolingo uses AI in every part of its app,product feature,2020,https://venturebeat.com/ai/how-duolingo-uses-ai-in-every-part-of-its-app/
Firefox,Tech,Automatically assign new untriaged bugs,Teaching machines to triage Firefox bugs,ops,2019,https://hacks.mozilla.org/2019/04/teaching-machines-to-triage-firefox-bugs/
Dropbox,Tech,Predict files users search for,Using machine learning to predict what file you need next,"product feature,recommender system",2019,https://dropbox.tech/machine-learning/content-suggestions-machine-learning
Zoominfo,Tech,Predict data accuracy,Using Machine Learning to Determine Contact Accuracy Scores,product feature,2019,https://engineering.zoominfo.com/machine-learning-accuracy-scores
Airbnb,"Travel,E-commerce and retail",Recommend marketplace items,Machine Learning-Powered Search Ranking of Airbnb Experiences,search,2019,https://medium.com/airbnb-engineering/machine-learning-powered-search-ranking-of-airbnb-experiences-110b4b1a0789
Lyft,Delivery and mobility,Predict location of traffic control elements,Detecting Stop Signs and Traffic Signals: Deep Learning at Lyft Mapping,"ops,ETA prediction",2019,https://eng.lyft.com/detecting-stop-signs-and-traffic-signals-deep-learning-at-lyft-mapping-75bac609c231
Gojek,Delivery and mobility,Personalize search results,The Secret Sauce Behind Search Personalisation,search,2019,https://www.gojek.io/blog/the-secret-sauce-behind-search-personalisation
Instacart,Delivery and mobility,Spot lost demand,Modeling the unseen,demand forecasting,2019,https://tech.instacart.com/modeling-the-unseen-6a51c9a02430
Apple,Tech,Identify text language,Language Identification from Very Short Strings,"NLP,product feature",2019,https://machinelearning.apple.com/research/language-identification-from-very-short-strings
Stitch Fix,E-commerce and retail,Extract information from customer notes,Give Me Jeans not Shoes: How BERT Helps Us Deliver What Clients Want,"NLP,product feature,search",2019,https://multithreaded.stitchfix.com/blog/2019/07/15/give-me-jeans/
Lyft,Delivery and mobility,Detect errors in maps,How Lyft Creates Hyper-Accurate Maps from Open-Source Maps and Real-Time Data,"ops,ETA prediction",2019,https://eng.lyft.com/how-lyft-creates-hyper-accurate-maps-from-open-source-maps-and-real-time-data-8dcf9abdd46a
King,Gaming,Automate playtesting pipeline,Human-Like Playtesting with Deep Learning,ops,2019,https://medium.com/techking/human-like-playtesting-with-deep-learning-92adafffe921
Gojek,Delivery and mobility,Analyse the relevance of search results ,Is This What You Were Looking For?,search,2019,https://www.gojek.io/blog/is-this-what-you-were-looking-for
Lyft,Delivery and mobility,Build a marketing automation platform,Building Lyft’s Marketing Automation Platform,ad ranking / targeting,2019,https://eng.lyft.com/lyft-marketing-automation-b43b7b7537cc
Wayfair,E-commerce and retail,Model uplift,Modeling Uplift Directly: Uplift Decision Tree with KL Divergence and Euclidean Distance as Splitting Criteria,causality,2019,https://www.aboutwayfair.com/tech-innovation/modeling-uplift-directly-uplift-decision-tree-with-kl-divergence-and-euclidean-distance-as-splitting-criteria
Gojek,Delivery and mobility,Accurately forecast demand,Under the Hood of Gojek’s Automated Forecasting Tool,demand forecasting,2019,https://www.gojek.io/blog/under-the-hood-of-gojeks-automated-forecasting-tool
Lyft,Delivery and mobility,Predict rides and driver hours,Making cohort-based long-term forecasts at Lyft,demand forecasting,2019,https://eng.lyft.com/making-long-term-forecasts-at-lyft-fac475b3ba52
Lyft,Delivery and mobility,Predict fraudulent activity,Fingerprinting fraudulent behavior,fraud detection,2018,https://eng.lyft.com/fingerprinting-fraudulent-behavior-6663d0264fad
Netflix,Media and streaming,Improve streaming quality,Using Machine Learning to Improve Streaming Quality at Netflix,"ops,product feature",2018,https://netflixtechblog.com/using-machine-learning-to-improve-streaming-quality-at-netflix-9651263ef09f
Lyft,Delivery and mobility,Identify user fraud,From shallow to deep learning in fraud,fraud detection,2018,https://eng.lyft.com/from-shallow-to-deep-learning-in-fraud-9dafcbcef743?gi=6e6a315e3f92
Instacart,E-commerce and retail,Predict grocery item availability,Predicting the real-time availability of 200 million grocery items,demand forecasting,2018,https://tech.instacart.com/predicting-real-time-availability-of-200-million-grocery-items-in-us-canada-stores-61f43a16eafe
Lyft,Delivery and mobility,Personalize marketing offers,Empowering personalized marketing with machine learning,"ad ranking / targeting,content personalization",2018,https://eng.lyft.com/empowering-personalized-marketing-with-machine-learning-fd36e6bdeca6
Instacart,E-commerce and retail,Optimize food delivery logistics,"Space, Time and Groceries","ETA prediction,ops",2017,https://tech.instacart.com/space-time-and-groceries-a315925acf3a
